area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Kasavanhalli,1799,3.0,3.0,90.0
Super built-up  Area,Ready To Move,Whitefield,4 Bedroom,Whitefield,3606 - 5091,0.0,0.0,304.0
Built-up  Area,Ready To Move,Attibele,1 BHK,Attibele,400,1.0,1.0,11.0
Built-up  Area,18-Mar,Kundalahalli,2 BHK,Kundalahalli,1047,2.0,1.0,82.0
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Kaverappa Layout,1282,2.0,2.0,87.0
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,NGR Layout,1020,2.0,1.0,45.9
Plot  Area,Ready To Move,Kammanahalli,4 Bedroom,Kammanahalli,1080,3.0,1.0,155.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Whitefield,1495,2.0,1.0,79.5
Built-up  Area,Ready To Move,Kasavanhalli,4 Bedroom,Kasavanhalli,3260,4.0,1.0,240.0
Super built-up  Area,17-Oct,Divya Unnathi Layout,3 BHK,Divya Unnathi Layout,1611,2.0,2.0,64.44
Super built-up  Area,Ready To Move,Koramangala,4 BHK,Koramangala,3500,5.0,2.0,425.0
Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3 Bedroom,Vasantha Vallabha Nagar,1500,2.0,2.0,95.0
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,Sahakara Nagar,1500,2.0,2.0,95.0
Plot  Area,Ready To Move,Yelahanka,4 Bedroom,Yelahanka,3206,5.0,0.0,270.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Uttarahalli,1540,3.0,0.0,50.0
Super built-up  Area,18-May,Hosa Road,3 BHK,Hosa Road,1639,3.0,1.0,80.0
Plot  Area,Ready To Move,Marathahalli,4 Bedroom,Marathahalli,700,4.0,0.0,72.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Raja Rajeshwari Nagar,1303,2.0,2.0,55.79
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Koramangala,1005,1.0,1.0,110.0
Super built-up  Area,Ready To Move,Kammasandra,1 BHK,Kammasandra,650 - 665,1.0,0.0,18.41
Super built-up  Area,18-Oct,Chandapura,3 BHK,Chandapura,1305,3.0,1.0,33.28
Plot  Area,Ready To Move,Kothannur,3 Bedroom,Kothannur,600,4.0,0.0,95.0
Super built-up  Area,Ready To Move,sapthagiri Layout,2 BHK,sapthagiri Layout,1300,1.0,1.0,115.0
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Brookefield,1440,2.0,3.0,68.0
Super built-up  Area,18-Dec,Seegehalli,2 BHK,Seegehalli,901,2.0,1.0,35.14
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Rajaji Nagar,1725,3.0,3.0,200.0
Built-up  Area,Ready To Move,Sarjapur,3 BHK,Sarjapur,900,2.0,1.0,42.0
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,BEML Layout,1060,2.0,1.0,55.0
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,NGR Layout,1020,2.0,1.0,48.45
Super built-up  Area,20-Dec,Varthur,3 BHK,Varthur,1535,3.0,2.0,65.99
Built-up  Area,Ready To Move,Alur,1 BHK,Alur,530,1.0,1.0,20.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Haralur Road,1464,3.0,2.0,56.0
Super built-up  Area,Ready To Move,Devarabisanahalli,2 BHK,Devarabisanahalli,1350,2.0,3.0,80.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Sarjapur  Road,1115,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Uttarahalli,1175,2.0,2.0,47.0
Built-up  Area,Ready To Move,Whitefield,2 BHK,Whitefield,1113,2.0,1.0,62.0
Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,Uttarahalli,1200,4.0,2.0,225.0
Plot  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,Ramamurthy Nagar,1640,4.0,3.0,240.0
Built-up  Area,Ready To Move,Giri Nagar,2 BHK,Giri Nagar,650,2.0,0.0,42.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Marathahalli,1325,2.0,2.0,71.55
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Electronics City Phase 1,950,2.0,3.0,31.0
Super built-up  Area,18-Apr,Jakkur,3 BHK,Jakkur,1396,2.0,1.0,86.51
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Rachenahalli,1050,2.0,2.0,52.07
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Thanisandra,1825,3.0,2.0,100.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,7th Phase JP Nagar,1190,2.0,1.0,49.98
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Marathahalli,1220,2.0,1.0,56.5
Super built-up  Area,Ready To Move,NRI Layout,3 BHK,NRI Layout,1565,2.0,2.0,75.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Hennur Road,1891,3.0,1.0,109.0
Built-up  Area,Ready To Move,Sidedahalli,2 BHK,Sidedahalli,900,2.0,0.0,27.0
Super built-up  Area,18-Jul,Hosa Road,2 BHK,Hosa Road,1161,2.0,1.0,55.15
Super built-up  Area,Ready To Move,Sarjapur,1 BHK,Sarjapur,633 - 666,1.0,0.0,17.535
Plot  Area,Ready To Move,Dwarka Nagar,8 Bedroom,Dwarka Nagar,2400,6.0,3.0,125.0
Plot  Area,Ready To Move,Rajaji Nagar,4 Bedroom,Rajaji Nagar,315,4.0,2.0,90.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,Yeshwanthpur,665,1.0,1.0,36.85
Super built-up  Area,19-Jan,Mysore Road,2 BHK,Mysore Road,1175,2.0,1.0,73.5
Built-up  Area,Ready To Move,Hoodi,2 BHK,Hoodi,1425,2.0,2.0,80.0
Plot  Area,Ready To Move,Chikkabanavar,1 Bedroom,Chikkabanavar,1200,1.0,0.0,20.0
Plot  Area,18-Aug,ITPL,3 Bedroom,ITPL,1200,3.0,1.0,56.12
Built-up  Area,Ready To Move,Somasundara Palya,2 BHK,Somasundara Palya,1255,2.0,2.0,67.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Hegde Nagar,2112.95,4.0,2.0,145.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1 BHK,Raja Rajeshwari Nagar,600,1.0,1.0,22.0
Super built-up  Area,18-Jul,Haralur Road,3 BHK,Haralur Road,1810,3.0,2.0,100.0
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,Indira Nagar,1200,2.0,2.0,93.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Harlur,1033,2.0,2.0,49.0
Super built-up  Area,Ready To Move,ITPL,3 BHK,ITPL,1548,3.0,2.0,89.5
Super built-up  Area,18-May,Horamavu Banaswadi,3 BHK,Horamavu Banaswadi,1611,3.0,3.0,66.0
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Electronic City Phase II,1400,2.0,1.0,40.43
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,Vidyaranyapura,1485,2.0,2.0,67.0
Built-up  Area,Ready To Move,Margondanahalli,2 Bedroom,Margondanahalli,2400,2.0,1.0,82.0
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,Pattandur Agrahara,1025,2.0,1.0,44.5
Plot  Area,Ready To Move,Thurahalli,4 Bedroom,Thurahalli,600,3.0,2.0,65.0
Super built-up  Area,Ready To Move,Hallehalli,2 BHK,Hallehalli,1225,2.0,0.0,53.0
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,5th Phase JP Nagar,1256,2.0,1.0,62.8
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Whitefield,2268,3.0,2.0,163.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,Kanakpura Road,1100,3.0,2.0,53.0
Super built-up  Area,Ready To Move,Vadarpalya,2 BHK,Vadarpalya,1141,2.0,0.0,62.0
Built-up  Area,Ready To Move,Attibele,1 BHK,Attibele,400,1.0,1.0,12.0
Plot  Area,Ready To Move,Chandapura,2 Bedroom,Chandapura,1400,2.0,0.0,60.0
Super built-up  Area,Ready To Move,Kattigenahalli,7 BHK,Kattigenahalli,4100,7.0,0.0,140.0
Plot  Area,18-Mar,Marathi Layout,1 Bedroom,Marathi Layout,5.31Acres,1.0,0.0,110.0
Carpet  Area,Ready To Move,Weavers Colony,1 BHK,Weavers Colony,15,1.0,0.0,30.0
Super built-up  Area,Ready To Move,Raghavendra Nagar,2 BHK,Raghavendra Nagar,1175,2.0,2.0,48.27
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Sahakara Nagar,1100,2.0,1.0,56.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Kanakpura Road,1843,3.0,2.0,95.84
Plot  Area,Ready To Move,1st Phase JP Nagar,8 Bedroom,1st Phase JP Nagar,1200,7.0,2.0,240.0
Super built-up  Area,19-Dec,Horamavu Banaswadi,2 BHK,Horamavu Banaswadi,1460,2.0,1.0,80.5
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Rachenahalli,1530,2.0,2.0,74.5
Built-up  Area,Ready To Move,HSR Layout,2 BHK,HSR Layout,1467,2.0,1.0,55.0
Super built-up  Area,Ready To Move,KR Layout,1 BHK,KR Layout,950,1.0,1.0,40.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Vittasandra,1246,2.0,1.0,64.5
Super built-up  Area,19-Dec,Kanakapura,1 BHK,Kanakapura,711,1.0,1.0,38.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Haralur Road,1194,2.0,2.0,46.0
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,Babusapalaya,1358,2.0,1.0,43.4
Carpet  Area,Ready To Move,Nagasandra,6 Bedroom,Nagasandra,1500,5.0,1.0,130.0
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Hoodi,1420,2.0,2.0,75.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Kathriguppe,1250,2.0,1.0,68.75
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Akshaya Nagar,1280,2.0,0.0,58.0
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,Nagappa Reddy Layout,1209,2.0,1.0,50.0
Built-up  Area,Ready To Move,Kempapura,5 Bedroom,Kempapura,4200,5.0,2.0,225.0
Plot  Area,Ready To Move,BTM 1st Stage,4 Bedroom,BTM 1st Stage,1215,4.0,3.0,205.0
Super built-up  Area,Ready To Move,Panathur,3 BHK,Panathur,1315,2.0,1.0,54.8
Super built-up  Area,Ready To Move,Kariyammana Agrahara,3 BHK,Kariyammana Agrahara,1800,3.0,3.0,90.0
Built-up  Area,Ready To Move,Hessarghatta,5 Bedroom,Hessarghatta,1600,4.0,0.0,125.0
Super built-up  Area,Ready To Move,TC Palaya,3 BHK,TC Palaya,1600,2.0,2.0,65.0
Plot  Area,Ready To Move,Binnamangala,6 Bedroom,Binnamangala,3968,5.0,2.0,900.0
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,Suraksha Nagar,1563,3.0,2.0,52.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Whitefield,1560,2.0,2.0,72.0
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Brookefield,2169,4.0,0.0,115.0
Plot  Area,Ready To Move,Lakshmi Layout,9 Bedroom,Lakshmi Layout,900,10.0,0.0,170.0
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Rachenahalli,1050,2.0,2.0,55.5
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Iblur Village,3235,3.0,1.0,235.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,TC Palaya,1200,3.0,0.0,66.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,HSR Layout,1140,2.0,2.0,46.0
Plot  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,7th Phase JP Nagar,1500,3.0,1.0,170.0
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,Horamavu Agara,1560,3.0,2.0,75.0
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,JP Nagar,1100,2.0,2.0,70.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Kasavanhalli,1260,2.0,3.0,40.32
Super built-up  Area,18-Mar,Hebbal,2 BHK,Hebbal,1036,2.0,1.0,50.0
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Akshaya Nagar,1662,3.0,3.0,85.1
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,Yelachenahalli,1464,2.0,3.0,105.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Yelahanka,1234,2.0,2.0,80.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Sarjapur  Road,1403,3.0,1.0,55.0
Plot  Area,Ready To Move,Kadugondanahalli,4 Bedroom,Kadugondanahalli,915,4.0,1.0,54.9
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6 Bedroom,2nd Stage Nagarbhavi,3000,8.0,3.0,451.0
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Seegehalli,1150,2.0,2.0,42.9
Built-up  Area,Ready To Move,Hebbal,4 BHK,Hebbal,3900,4.0,2.0,410.0
Built-up  Area,Ready To Move,Yeshwanthpur,5 Bedroom,Yeshwanthpur,850,4.0,2.0,90.0
Super built-up  Area,18-Mar,Kanakapura,2 BHK,Kanakapura,929,2.0,1.0,46.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6 Bedroom,2nd Stage Nagarbhavi,2400,8.0,3.0,450.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,TC Palaya,1350,2.0,1.0,75.0
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,Vasanthapura,1135,2.0,1.0,39.73
Built-up  Area,Ready To Move,Basava Nagar,2 BHK,Basava Nagar,1405,2.0,2.0,70.0
Plot  Area,18-Sep,Whitefield,2 Bedroom,Whitefield,1200,2.0,1.0,45.84
Super built-up  Area,18-Apr,Haralur Road,4 BHK,Haralur Road,2805,4.0,3.0,154.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,Yeshwanthpur,1161,2.0,2.0,64.08
Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,Kanakpura Road,1290,2.0,3.0,74.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Yeshwanthpur,2557,3.0,2.0,141.0
Built-up  Area,Ready To Move,2nd Block Hrbr Layout,3 BHK,2nd Block Hrbr Layout,1480,3.0,2.0,90.0
Plot  Area,Ready To Move,BTM 1st Stage,9 Bedroom,BTM 1st Stage,3300,14.0,0.0,500.0
Super built-up  Area,20-Dec,Old Madras Road,3 BHK,Old Madras Road,1350,3.0,0.0,54.54
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Kadugodi,1580,2.0,2.0,65.0
Super built-up  Area,17-Oct,Banashankari,3 BHK,Banashankari,1470,2.0,1.0,88.64
Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,Ananth Nagar,500,1.0,1.0,14.0
Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,Sarjapur  Road,1346,2.0,1.0,61.92
Super built-up  Area,Ready To Move,Canara Bank Layout,3 BHK,Canara Bank Layout,1600,3.0,3.0,90.0
Super built-up  Area,Ready To Move,Naganathapura,2 BHK,Naganathapura,720,2.0,1.0,120.0
Plot  Area,19-Mar,Narasapura,2 Bedroom,Narasapura,30Acres,2.0,2.0,29.5
Plot  Area,Ready To Move,Manjunath Nagar,4 Bedroom,Manjunath Nagar,1200,4.0,0.0,135.0
Super built-up  Area,Ready To Move,Basapura,2 BHK,Basapura,1200,2.0,2.0,35.0
Built-up  Area,Ready To Move,Channasandra,3 BHK,Channasandra,1340,2.0,2.0,48.33
Plot  Area,Ready To Move,Devanahalli,4 Bedroom,Devanahalli,6136,4.0,0.0,560.0
Super built-up  Area,Ready To Move,Jigani,2 BHK,Jigani,918,2.0,2.0,48.0
Plot  Area,Ready To Move,Singena Agrahara,3 Bedroom,Singena Agrahara,1500,3.0,2.0,115.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Yelahanka,1315,2.0,2.0,85.0
Plot  Area,Ready To Move,Sector 1 HSR Layout,4 Bedroom,Sector 1 HSR Layout,2400,5.0,0.0,775.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Uttarahalli,1390,2.0,2.0,62.55
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Uttarahalli,1330,2.0,1.0,56.0
Built-up  Area,Ready To Move,Jalahalli,5 BHK,Jalahalli,3100,4.0,0.0,265.0
Super built-up  Area,17-Dec,Mango Garden Layout,3 BHK,Mango Garden Layout,1824,3.0,3.0,125.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,7th Phase JP Nagar,1420,2.0,2.0,96.0
Plot  Area,Ready To Move,Kacharakanahalli,1 Bedroom,Kacharakanahalli,750,1.0,0.0,56.25
Super built-up  Area,Ready To Move,Jalahalli East,3 BHK,Jalahalli East,1260,2.0,1.0,60.0
Super built-up  Area,19-Sep,Hennur Road,3 BHK,Hennur Road,1561,3.0,2.0,95.0
Plot  Area,Ready To Move,5th Phase JP Nagar,9 Bedroom,5th Phase JP Nagar,812,6.0,3.0,165.0
Super built-up  Area,Ready To Move,"Bidere Agarahara, Behind Safal market",2 BHK,"Bidere Agarahara, Behind Safal market",1060,2.0,2.0,42.0
Plot  Area,Ready To Move,Hoodi,8 Bedroom,Hoodi,1120,8.0,3.0,145.0
Super built-up  Area,18-Jul,Haralur Road,2 BHK,Haralur Road,1225,2.0,1.0,67.38
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Thanisandra,2144,3.0,2.0,135.0
Plot  Area,Ready To Move,Kengeri,7 Bedroom,Kengeri,1200,6.0,2.0,140.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Electronic City,880,2.0,2.0,29.0
Super built-up  Area,21-Dec,Hoodi,3 BHK,Hoodi,1639,3.0,2.0,110.0
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Thanisandra,1240,2.0,1.0,62.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Kanakpura Road,1500,2.0,2.0,69.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Haralur Road,1243,2.0,1.0,46.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Marathahalli,1575,3.0,0.0,78.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Haralur Road,1027,2.0,2.0,44.0
Super built-up  Area,Ready To Move,Kambipura,3 BHK,Kambipura,1082,2.0,1.0,56.0
Super built-up  Area,Ready To Move,Konanakunte,3 BHK,Konanakunte,1637,3.0,3.0,73.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Kanakpura Road,1665,3.0,2.0,86.58
Super built-up  Area,18-Dec,Electronic City,2 BHK,Electronic City,1265,2.0,0.0,56.93
Super built-up  Area,21-Dec,Electronic City,3 BHK,Electronic City,1691,2.0,2.0,102.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Thanisandra,1100,2.0,1.0,38.0
Built-up  Area,Ready To Move,Grihalakshmi Layout,5 Bedroom,Grihalakshmi Layout,24,2.0,2.0,150.0
Plot  Area,19-Jan,Gopalkrishna Nagar,3 Bedroom,Gopalkrishna Nagar,1500,3.0,2.0,62.0
Built-up  Area,Ready To Move,Hosakerehalli,4 BHK,Hosakerehalli,3205,5.0,1.0,380.0
Built-up  Area,Ready To Move,Kammanahalli,5 Bedroom,Kammanahalli,1666,4.0,1.0,150.0
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,Choodasandra,1115,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,Mysore Road,1070,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,Indira Nagar,1128,2.0,2.0,105.0
Super built-up  Area,Ready To Move,Budigere,2 BHK,Budigere,1162,2.0,1.0,57.0
Super built-up  Area,Ready To Move,Sai Gardens,2 BHK,Sai Gardens,1339,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Mahadevpura,1192,2.0,2.0,75.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Haralur Road,1920,3.0,1.0,115.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,Hennur,1255,2.0,1.0,52.32
Super built-up  Area,18-Apr,Rajaji Nagar,2 BHK,Rajaji Nagar,1357,2.0,1.0,115.0
Super built-up  Area,Ready To Move,Dodda Kempaiah Layout,3 BHK,Dodda Kempaiah Layout,1600,3.0,2.0,75.0
Super built-up  Area,Ready To Move,Hanumanth Nagar,2 BHK,Hanumanth Nagar,1225,2.0,2.0,55.11
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Whitefield,2400,4.0,3.0,200.0
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,Kasturi Nagar,1570,3.0,3.0,80.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Thanisandra,1093,2.0,2.0,70.0
Built-up  Area,Ready To Move,Basaveshwara Nagar,3 BHK,Basaveshwara Nagar,1865,3.0,3.0,145.0
Plot  Area,Ready To Move,R.T. Nagar,6 Bedroom,R.T. Nagar,1200,7.0,3.0,165.0
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,Kaikondrahalli,1039,2.0,2.0,80.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Vittasandra,1246,2.0,1.0,64.5
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Whitefield,1985,3.0,2.0,75.0
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Hosakerehalli,1590,3.0,3.0,49.0
Plot  Area,Ready To Move,Hunasamaranahalli,4 Bedroom,Hunasamaranahalli,4000,4.0,2.0,675.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Electronic City Phase II,775,2.0,2.0,38.0
Super built-up  Area,Ready To Move,RWF West Colony,2 BHK,RWF West Colony,1000,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Hebbal Kempapura,1800,3.0,2.0,175.0
Super built-up  Area,18-Jun,Bommasandra,2 BHK,Bommasandra,1035,2.0,1.0,41.0
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Dasarahalli,1520,2.0,1.0,75.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Whitefield,1360,2.0,1.0,95.0
Plot  Area,Ready To Move,Bileshivale,4 Bedroom,Bileshivale,6000,5.0,3.0,400.0
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,Kodigehaali,1117,2.0,2.0,56.0
Plot  Area,Ready To Move,KR Puram,4 Bedroom,KR Puram,1200,4.0,3.0,120.0
Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,EPIP Zone,1330,2.0,1.0,92.5
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Marathahalli,1937,3.0,2.0,160.0
Super built-up  Area,18-Aug,Electronic City,2 BHK,Electronic City,1128,2.0,1.0,65.49
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,Neeladri Nagar,1053,2.0,1.0,45.0
Super built-up  Area,18-May,Panathur,2 BHK,Panathur,1198,2.0,1.0,77.0
Super built-up  Area,18-Apr,Marathahalli,2 BHK,Marathahalli,1152,2.0,1.0,56.0
Super built-up  Area,17-Dec,1st Block Jayanagar,6 BHK,1st Block Jayanagar,1200,6.0,2.0,125.0
Super built-up  Area,Ready To Move,Frazer Town,2 BHK,Frazer Town,1625,2.0,1.0,75.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Kundalahalli,1397,3.0,3.0,105.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Yeshwanthpur,1523,3.0,3.0,170.0
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Kambipura,883,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Kaggalipura,1 BHK,Kaggalipura,700,1.0,0.0,38.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Yelahanka,1170,2.0,1.0,62.5
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Kanakpura Road,1200,2.0,2.0,42.0
Built-up  Area,Ready To Move,Manayata Tech Park,3 BHK,Manayata Tech Park,2400,3.0,2.0,170.0
Super built-up  Area,Ready To Move,Kullappa Colony,2 BHK,Kullappa Colony,1480,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Akshaya Nagar,1897,3.0,2.0,120.0
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Rachenahalli,996,2.0,1.0,67.0
Super built-up  Area,18-May,Haralur Road,3 BHK,Haralur Road,1875,3.0,2.0,110.0
Super built-up  Area,Ready To Move,Williams Town,3 BHK,Williams Town,1500,2.0,2.0,98.0
Super built-up  Area,Ready To Move,Jaya Nagar East,3 BHK,Jaya Nagar East,3095,3.0,3.0,350.0
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,Ambalipura,1390,2.0,1.0,175.0
Super built-up  Area,20-Dec,Yelahanka,3 BHK,Yelahanka,1445 - 1455,3.0,0.0,65.255
Super built-up  Area,17-Nov,Yelahanka,1 BHK,Yelahanka,697,1.0,0.0,45.0
Built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,Sarjapur  Road,710,1.0,1.0,27.0
Carpet  Area,Ready To Move,Iggalur,2 BHK,Iggalur,910,2.0,1.0,30.5
Built-up  Area,Ready To Move,Sompura,3 BHK,Sompura,1025,2.0,1.0,48.0
Super built-up  Area,18-Aug,Magadi Road,2 BHK,Magadi Road,884 - 1116,2.0,0.0,46.5
Plot  Area,Ready To Move,Harlur,4 Bedroom,Harlur,1200,4.0,0.0,244.0
Super built-up  Area,18-May,Horamavu Agara,3 BHK,Horamavu Agara,1453,2.0,1.0,46.48
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Sarjapur  Road,3335,5.0,2.0,300.0
Super built-up  Area,18-Mar,Thanisandra,2 BHK,Thanisandra,850 - 1093,2.0,0.0,36.435
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Bellandur,1281,2.0,1.0,74.0
Built-up  Area,Ready To Move,Cooke Town,1 BHK,Cooke Town,565,1.0,1.0,35.0
Built-up  Area,Ready To Move,Varthur,2 BHK,Varthur,1024,2.0,2.0,42.0
Built-up  Area,Ready To Move,Electronic City,3 BHK,Electronic City,1620,3.0,2.0,62.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Whitefield,1254,2.0,2.0,40.0
Built-up  Area,Ready To Move,Banashankari,3 BHK,Banashankari,1300,2.0,2.0,75.0
Built-up  Area,Ready To Move,Doddakallasandra,2 BHK,Doddakallasandra,1233,2.0,2.0,43.0
Plot  Area,Ready To Move,Chokkanahalli,1 Bedroom,Chokkanahalli,1200,1.0,1.0,28.0
Super built-up  Area,18-Oct,Hosur Road,3 BHK,Hosur Road,1510,2.0,1.0,105.0
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Kaggalipura,950,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,Battarahalli,1945,3.0,2.0,97.42
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Uttarahalli,1008,2.0,3.0,45.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Thanisandra,1265,2.0,1.0,79.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Hebbal,1255,2.0,1.0,77.68
Built-up  Area,18-Dec,Kanakpura Road,4 BHK,Kanakpura Road,2689,6.0,2.0,220.0
